Komac	windows-aarch64-msvc	komac-2.16.0-aarch64-pc-windows-msvc.exe	
Komac	windows-aarch64-msvc	komac-setup-2.16.0-aarch64-pc-windows-msvc.exe	setup
Komac	windows-x86_64-msvc	komac-2.16.0-x86_64-pc-windows-msvc.exe	
Komac	windows-x86_64-msvc	komac-setup-2.16.0-x86_64-pc-windows-msvc.exe	setup
N_m3u8DL-RE	linux-aarch64	N_m3u8DL-RE_v0.6.0-beta_android-bionic-arm64_20260629.tar.gz	beta-android-bionic-20260629
N_m3u8DL-RE	linux-aarch64	N_m3u8DL-RE_v0.6.0-beta_linux-arm64_20260629.tar.gz	beta-20260629
N_m3u8DL-RE	linux-x86_64	N_m3u8DL-RE_v0.6.0-beta_android-bionic-x64_20260629.tar.gz	beta-android-bionic-20260629
N_m3u8DL-RE	linux-x86_64	N_m3u8DL-RE_v0.6.0-beta_linux-x64_20260629.tar.gz	beta-20260629
N_m3u8DL-RE	macos-aarch64	N_m3u8DL-RE_v0.6.0-beta_osx-arm64_20260629.tar.gz	beta-osx-20260629
N_m3u8DL-RE	macos-x86_64	N_m3u8DL-RE_v0.6.0-beta_osx-x64_20260629.tar.gz	beta-osx-20260629
N_m3u8DL-RE	windows-aarch64	N_m3u8DL-RE_v0.6.0-beta_win-arm64_20260629.zip	beta-20260629
N_m3u8DL-RE	windows-i686	N_m3u8DL-RE_v0.6.0-beta_win-NT6.0-x86_20260629.zip	beta-NT6-0-20260629
N_m3u8DL-RE	windows-x86_64	N_m3u8DL-RE_v0.6.0-beta_win-x64_20260629.zip	beta-20260629
Termix	linux-aarch64	termix_linux_arm64_portable.tar.gz	portable
Termix	linux-aarch64	termix_linux_flatpak.flatpak	flatpak-flatpak
Termix	linux-armv7	termix_linux_armv7l_portable.tar.gz	armv7l-portable
Termix	linux-armv7	termix_linux_flatpak.flatpak	flatpak-flatpak
Termix	linux-i686	termix_linux_flatpak.flatpak	flatpak-flatpak
Termix	linux-x86_64	termix_linux_flatpak.flatpak	flatpak-flatpak
Termix	linux-x86_64	termix_linux_x64_portable.tar.gz	portable
Termix	windows-aarch64	termix_windows_ia32_nsis.exe	ia32-nsis
Termix	windows-aarch64	termix_windows_ia32_portable.zip	ia32-portable
Termix	windows-i686	termix_windows_ia32_nsis.exe	ia32-nsis
Termix	windows-i686	termix_windows_ia32_portable.zip	ia32-portable
Termix	windows-x86_64	termix_windows_ia32_nsis.exe	ia32-nsis
Termix	windows-x86_64	termix_windows_ia32_portable.zip	ia32-portable
Termix	windows-x86_64	termix_windows_x64_nsis.exe	nsis
Termix	windows-x86_64	termix_windows_x64_portable.zip	portable
agd	linux-aarch64	agd-linux-aarch64.tar.gz	
agd	linux-aarch64-musl	agd-linux-aarch64-musl.tar.gz	
agd	linux-armv7	agd-linux-armv7.tar.gz	
agd	linux-armv7-musl	agd-linux-armv7-musl.tar.gz	
agd	linux-i686	agd-linux-i686.tar.gz	
agd	linux-i686-musl	agd-linux-i686-musl.tar.gz	
agd	linux-x86_64	agd-linux-x86_64.tar.gz	
agd	linux-x86_64-musl	agd-linux-x86_64-musl.tar.gz	
agd	macos-aarch64	agd-macos-aarch64.tar.gz	
agd	macos-x86_64	agd-macos-x86_64.tar.gz	
agd	windows-aarch64	agd-windows-aarch64.zip	
agd	windows-i686	agd-windows-i686.zip	
agd	windows-x86_64	agd-windows-x86_64.zip	
agm	linux-aarch64	agm-linux-aarch64.tar.gz	
agm	linux-aarch64-musl	agm-linux-aarch64-musl.tar.gz	
agm	linux-armv7	agm-linux-armv7.tar.gz	
agm	linux-armv7-musl	agm-linux-armv7-musl.tar.gz	
agm	linux-i686	agm-linux-i686.tar.gz	
agm	linux-i686-musl	agm-linux-i686-musl.tar.gz	
agm	linux-x86_64	agm-linux-x86_64.tar.gz	
agm	linux-x86_64-musl	agm-linux-x86_64-musl.tar.gz	
agm	macos-aarch64	agm-macos-aarch64.tar.gz	
agm	macos-x86_64	agm-macos-x86_64.tar.gz	
agm	windows-i686	agm-windows-i686.zip	
agm	windows-x86_64	agm-windows-x86_64.zip	
ai-config-manager	linux-aarch64	aimgr_3.9.0_linux_arm64.tar.gz	aimgr
ai-config-manager	linux-x86_64	aimgr_3.9.0_linux_amd64.tar.gz	aimgr
ai-config-manager	macos-aarch64	aimgr_3.9.0_darwin_arm64.tar.gz	aimgr
ai-config-manager	macos-x86_64	aimgr_3.9.0_darwin_amd64.tar.gz	aimgr
ai-config-manager	windows-aarch64	aimgr_3.9.0_windows_arm64.zip	aimgr
